0;1.0
1;1.0
2;1.02
3;1.02
4;1.02
5;1.04
6;1.06
7;1.07
8;1.09
9;1.1
10;1.1
11;1.11
12;1.12
13;1.13
14;1.17
15;1.18
16;1.19
17;1.2
18;1.2
19;1.21
20;1.22
21;1.23
22;1.24
23;1.24
24;1.26
25;1.28
26;1.3
27;1.31
28;1.32
29;1.33
30;1.35
31;1.35
32;1.35
33;1.36
34;1.42
35;1.44
36;1.46
37;1.49
38;1.51
39;1.53
40;1.56
41;1.59
42;1.59
43;1.61
44;1.65
45;1.65
46;1.66
47;1.67
48;1.67
49;1.68
50;1.7
51;1.74
52;1.76
53;1.77
54;1.77
55;1.8
56;1.8
57;1.84
58;1.86
59;1.87
60;1.89
61;1.9
62;1.92
63;1.95
64;2.0
65;2.0
66;2.01
67;2.04
68;2.05
69;2.05
70;2.06
71;2.08
72;2.09
73;2.12
74;2.15
75;2.17
76;2.19
77;2.19
78;2.21
79;2.22
80;2.22
81;2.25
82;2.3
83;2.35
84;2.37
85;2.37
86;2.38
87;2.45
88;2.49
89;2.49
90;2.51
91;2.57
92;2.6
93;2.62
94;2.66
95;2.68
96;2.69
97;2.71
98;2.73
99;2.77
100;2.79
101;2.84
102;2.86
103;2.89
104;2.9
105;2.9393939393939394
106;2.9494949494949494
107;2.9696969696969697
108;3.0
109;3.04040404040404
110;3.04040404040404
111;3.0606060606060606
112;3.111111111111111
113;3.1515151515151514
114;3.1717171717171717
115;3.202020202020202
116;3.2323232323232323
117;3.303030303030303
118;3.323232323232323
119;3.3333333333333335
120;3.3535353535353534
121;3.3636363636363638
122;3.3636363636363638
123;3.3838383838383836
124;3.3838383838383836
125;3.393939393939394
126;3.414141414141414
127;3.414141414141414
128;3.4343434343434343
129;3.4646464646464645
130;3.484848484848485
131;3.525252525252525
132;3.5454545454545454
133;3.585858585858586
134;3.6464646464646466
135;3.6464646464646466
136;3.707070707070707
137;3.707070707070707
138;3.717171717171717
139;3.7373737373737375
140;3.7474747474747474
141;3.7676767676767677
142;3.7676767676767677
143;3.808080808080808
144;3.8282828282828283
145;3.8383838383838382
146;3.8383838383838382
147;3.8686868686868685
148;3.909090909090909
149;3.909090909090909
150;3.9292929292929295
151;3.9696969696969697
152;4.02020202020202
153;4.05050505050505
154;4.090909090909091
155;4.101010101010101
156;4.121212121212121
157;4.121212121212121
158;4.121212121212121
159;4.141414141414141
160;4.141414141414141
161;4.171717171717172
162;4.202020202020202
163;4.202020202020202
164;4.242424242424242
